id,name,screen_name,location,followers_count,friends_count,follower_of,followed_by
136479128,rajamouli ss,ssrajamouli,"Hyderabad, India",4601180,17,,harshi10589
75823831,Jr NTR,tarak9999,Hyderabad,3146057,1,,harshi10589
85221650,N Chandrababu Naidu,ncbn,"Amaravati, Andhra Pradesh",4349199,3,,harshi10589
272023868,Telugu Desam Party,JaiTDP,India,293140,16,,harshi10589
783535484316319744,JanaSena Party,JanaSenaParty,India,773662,1,,harshi10589
256129678,YSR Congress Party,YSRCParty,"Andhra Pradesh, India",410827,2,,harshi10589
137729078,Kalyanram Nandamuri,NANDAMURIKALYAN,India,906649,4,,harshi10589
2965511647,YS Jagan Mohan Reddy,ysjagan,"Vijayawada, India",1092959,10,,harshi10589
4853646252,NTR Arts,NTRArtsOfficial,"Hyderabad, India",518119,12,,harshi10589
192942692,Harish Rao Thanneeru,trsharish,Siddipet  Hyderabad,676009,10,,harshi10589
118787224,KTR,KTRTRS,"Hyderabad, Telangana",1788939,61,,harshi10589
2994840781,Prabhas Trends,TrendsPrabhas,India,34110,0,,harshi10589
50941469,Prabhas,PrabhasRaju,India,1431474,0,,harshi10589
61248716,Aishwarya Rai Bachchan,AishwaryaWeb,India,5381,7,,harshi10589
83132132,AishwaryaRaiBachchan,AishwaryaSpice,Worldwide ,92610,55,,harshi10589
18948365,San Jose State University,SJSU,"San Jose, California",76384,475,,harshi10589
1144139435187015681,Dj Hammond,dhammm3,United States,177,167,,MWCwire
1138149693341523968,Fighting Irish Wire,IrishWireND,,244,33,,MWCwire
28265424,Dave Southorn,davesouthorn,"Boise, ID",4198,407,,MWCwire
2472592344,CFB Winning Edge,CFBWinningEdge,,760,198,,MWCwire
990494508327489536,Rico,FlowersJericho,"Henderson, NV",54,108,,MWCwire
890891,Bleacher Report,BleacherReport,,7285687,630,,MWCwire
2272447250,Rex Goossen,rgoose10,AZ,517,484,,MWCwire
2397138758,J A S A D,JasadHaynes,"Fresno, CA",529,376,,MWCwire
2385995018,Jake,Jake_Nelson1997,,256,409,,MWCwire
49233728,Tom Scott,TomSlant,"Boise, ID",357,218,,MWCwire
19152699,Cody Taylor,CodyTaylorNBA,"Orlando, Fla.",4499,834,,MWCwire
1134103677801783296,RookieWire,RookieWire,,476,372,,MWCwire
178724649,Dan McHale,CoachMcHale,,2769,554,,MWCwire
23126914,Tim Miles,CoachMiles,United States,174405,243,,MWCwire
1063167086216777728,Roll Tide Wire,RollTideWire,"Alabama, USA",232,60,,MWCwire
35086213,KSL Sports,kslsports,"Salt Lake City, UT",12070,299,,MWCwire
725389453724934145,JR,jrtolver16,"San Diego, CA",791,732,,MWCwire
784419106242125825,Timeless Sports,timelesssports_,,111214,94,,MWCwire
4141310774,Cody San Miguel,cody_sanmiguel,"Air Force Academy, CO",484,727,,MWCwire
2325610614,Lucas,lucasramirez27,"San Diego, CA",473,503,,MWCwire
958959485577584645,Sidelines Sports Network,Sidelines_SN,,1579,1555,,MWCwire
168358486,Jeff Schmidt,JeffSchmidt9,"Naples, FL",951,1539,,MWCwire
23615985,Matt Perrault,sportstalkmatt,"Las Vegas, NV (via Boston)",4626,1524,,MWCwire
2436567229,Sam McConkie,SamMcConkie,"Salt Lake City, Utah",165,140,,MWCwire
18791386,Jon Schaeffer,jonschaeffer,"San Diego, CA",1388,300,,MWCwire
4627982837,Metropolis Marvel,metropmarvel,,67,652,MWCwire,
63599180,Adam Mason,adammason04,"Salt Lake City, UT",130,696,MWCwire,
331996327,Logan Benson,logjwben,"Iowa, USA",713,1379,MWCwire,
2238242215,Makenna Mathieson,kennamathieson,,719,704,MWCwire,
1148367110147416064,Yuba City Football,yubacityFB,,56,45,MWCwire,
411274619,Howard Engelberg,HowieEngelberg,,232,1082,MWCwire,
610495676,🏟𝘾𝙤𝙡𝙡𝙚𝙜𝙚 𝙁𝙤𝙤𝙩𝙗𝙖𝙡𝙡 𝙏𝙤𝙪𝙧 🏟,college_fb_tour,"Chicago, IL",1596,923,MWCwire,
2658281976,Chris Wood,Chriswood_11,La Crescenta-✈️-The Bay,628,319,MWCwire,
1074794548663119872,MP,MilesPuller,"San Antonio, TX",234,217,MWCwire,
1144139435187015681,Dj Hammond,dhammm3,United States,177,167,MWCwire,
1026203104708976640,Jerry Cail,jerry_cail,,2,22,MWCwire,
241960886,Megalocks,Megalocks,"Waterloo, Ontario",3953,794,MWCwire,
458687858,Meli Dean,SmeliD,,44,964,MWCwire,
2826642547,Rob Ritter,RobRritter,"Washington, DC",10,74,MWCwire,
218099701,harshitha,harshi10589,,0,69,MWCwire,
28265424,Dave Southorn,davesouthorn,"Boise, ID",4198,407,MWCwire,
959213951044259840,Ben Teague,BenTeague13,"Louisville, KY",988,3117,MWCwire,
1138472672071888897,Nate van,Natevan8,Belen new mexico ,22,540,MWCwire,
1055934865810644992,Todd Greene,ToddGre94875758,East Tennessee ,1217,3397,MWCwire,
941733460292653056,Ladyhawk12,Lady__Hawk,"Arlington, TX",12,50,MWCwire,
2991934542,Tyler Morman,_Ty_M4,,298,338,MWCwire,
31534935,Paige L. Klostermann,plklostermann,IA - CT - NM,555,638,MWCwire,
770834445691518978,Jeffrey Chacon✌️🌈,jeffreychacon01,SoCal,174,508,MWCwire,
1139175364964626432,darnell shelton,darnell79895217,,8,640,MWCwire,
756523956048240640,TheRealJarrodOwens,RealJarrodOwens,"Sandy, UT",34,118,MWCwire,
1149015519338455040,SJSU Women's Tennis,SanJoseStTennis,,2,1,,SJSUAthletics
93578308,John Shrader,johnshrader,,1640,2284,,SJSUAthletics
1075627477085630464,Oddball,Oddball41544931,,2,14,,SJSUAthletics
1126526664958046208,San Jose State Women's Golf,SanJoseStWGOLF,,31,24,,SJSUAthletics
28349128,Golf Channel,GolfChannel,Worldwide,842890,1069,,SJSUAthletics
980891244653096961,Sharod K. Williams,TRTGFC,Library of Common Sense,292,290,,SJSUAthletics
615144169,Danny Kambel,DannyKambel,"Forest Grove, OR",2707,4444,,SJSUAthletics
234870907,Kevin Richardson,krichardson46,,385,476,,SJSUAthletics
357545678,Andrew Mitchel,madmitchel,,923,587,,SJSUAthletics
323282033,San Jose State WBB,SanJoseStateWBB,"San Jose, CA",1923,225,,SJSUAthletics
1032628309430026240,Spartan NETworkers,SJSUNETworkers,"San Jose, CA",32,104,,SJSUAthletics
18843019,CollegeFootballTalk,CFTalk,,98368,430,,SJSUAthletics
2229078024,Josh Oliver,JoshO_3,Paso Robles ➡️ San Jose,2666,490,,SJSUAthletics
2259597660,Ethan Aguayo,ea_31_,,657,501,,SJSUAthletics
1059878802535309314,SJSU Men’s Golf,MenSjsu,"579 East Alma San Jose, CA",68,248,,SJSUAthletics
1003888180993536000,PrezPapazian,PrezPapazian,"San Jose, CA",610,410,,SJSUAthletics
995533015676731393,Spartan Athletics Fund,SJSU_SAF,"San Jose, CA",120,100,,SJSUAthletics
701985972733419520,Nick Adkins,NickAAdkins,"San Jose, CA",242,279,,SJSUAthletics
3598158434,Dr Harry Edwards,drharryedwards,"California, USA",1277,19,,SJSUAthletics
614828511,Ted M. Butryn,DrTedsportcult,"San Jose,CA via Jamestown,NY",1152,1489,,SJSUAthletics
79854034,Chris Townsend,townsendradio,SF Bay Area,19706,1340,,SJSUAthletics
222381681,Joe Hughes,VegasJoeHughes,,3428,2426,,SJSUAthletics
39272260,Patrick Connor,pcon34,South City aka Little Italy,13810,2875,,SJSUAthletics
342528925,Brandon Monroe,B_ROE32,Lincoln➡️San Jose,652,315,,SJSUAthletics
336295003,THE DON🏚🥀🖤,don5juan_,,2231,728,,SJSUAthletics
916166388233904129,ParkStash,ParkStash,"San Jose, CA",24,70,SJSUAthletics,
17175768,mary.lowry,Miss_Fury,In California.,55,671,SJSUAthletics,
1149043898351792128,MARY,MARY92925554,"Dhaka, Bangladesh",2,220,SJSUAthletics,
3311754518,Dominik Geib,domimi1818,☀️,10,255,SJSUAthletics,
1149103218078519296,Kolby Weiding,KolbyWeiding,"Santa Rosa, CA",7,125,SJSUAthletics,
1149015519338455040,SJSU Women's Tennis,SanJoseStTennis,,2,1,SJSUAthletics,
931367958458155009,Devin Spencer,_devin_spencer,Grinding ,402,1010,SJSUAthletics,
1148699393022840832,Mario Ponce,f52morenito,"San Francisco, CA",5,171,SJSUAthletics,
3121656037,mia topping,miatopping3,,307,487,SJSUAthletics,
2365342238,Ethan Lau,eboylau,"Honolulu, Hawaii",95,134,SJSUAthletics,
808315264336920576,Luc Tang,poke8015,,4,55,SJSUAthletics,
3179003792,elijah 🤙🏽,_ExJC,bay area,265,173,SJSUAthletics,
1117462622406893569,Ben,Ben29377507,,9,38,SJSUAthletics,
940772093087465472,Douglas J DiBona,dibona_dibona,United States,48,276,SJSUAthletics,
1028757332421832704,Logan Buchwitz,loganbuchwitz,"Chilliwack, British Columbia",152,237,SJSUAthletics,
359536260,jonathan nadale,Jnad34,Petaluma/LA ,687,526,SJSUAthletics,
1148081438341734401,Coach Adrian,topspinadrian,"Santa Clara, CA",4,54,SJSUAthletics,
1148354342597980160,Valentina Michaels,Valenti41184504,,0,18,SJSUAthletics,
3364540698,Cameron Clark,clark_Cameron44,,75,245,SJSUAthletics,
1027873446,Yesenia Esparza,rungui_esparza,,35,410,SJSUAthletics,
218099701,harshitha,harshi10589,,0,69,SJSUAthletics,
1117462133845954562,Teddy Love,RealTeddyLoveJr,Toy Box,671,671,SJSUAthletics,
885842205046439936,ESL,ScottEsl1983,West Virginia,241,4238,SJSUAthletics,
1146939213008396289,Jose Teperaste,teperaste,,6,93,SJSUAthletics,
216204404,Q,WindInABottle,California,10,978,SJSUAthletics,
3151927003,Melinda ♡,mindythrasher,,256,95,,SJSUSpartanFB
8877332,loveisrespect,loveisrespect,United States,30720,2390,,SJSUSpartanFB
284664892,Futures w/o Violence,WithoutViolence,"SF, DC, Boston",26094,2944,,SJSUSpartanFB
21450717,Break the Cycle,BreaktheCycleDV,"Los Angeles, DC, and Austin",25839,2556,,SJSUSpartanFB
26256690,Men Can Stop Rape,mencanstoprape,"Washington, DC",26324,815,,SJSUSpartanFB
18677951,RAINN,RAINN,"Washington, DC",70705,2846,,SJSUSpartanFB
1276488199,Know Your IX,knowyourIX,United States,18183,674,,SJSUSpartanFB
1633984034,End Rape on Campus,endrapeoncampus,"Washington, DC",23443,3086,,SJSUSpartanFB
539260954,Heidi Johnson,HeidiNoelle,,160,264,,SJSUSpartanFB
876528428916154368,Ceyair Wright,ceyairr,"Los Angeles, CA",653,249,,SJSUSpartanFB
3307273220,Hunter,HunterEscorcia,,671,986,,SJSUSpartanFB
21729188,Marissa Kagle,MarissaMK,"Woodside, CA",93,121,,SJSUSpartanFB
1049532495400595457,Grant Daley,GrantDaley4,,447,409,,SJSUSpartanFB
3224457542,Connell Ryans,CMR3__10,,240,403,,SJSUSpartanFB
1012142602622103557,Zakhari Spears,SpearsZakhari,"Los Angeles, CA",539,1850,,SJSUSpartanFB
3426611049,Abe Del Real,abe_delreal,"Chico, California",280,186,,SJSUSpartanFB
954648302145826816,11,joshualorick2,In Gods Hands,361,328,,SJSUSpartanFB
836665092410204160,De La Salle Football,dlsfootball17,,1704,69,,SJSUSpartanFB
950137693928816641,Football Matters,FootballMatters,,9682,1024,,SJSUSpartanFB
916544036160266240,Matt Ames,MattAmes59,,17,36,,SJSUSpartanFB
1132824671013941249,Izaiah Reid,_hoodiezay,,53,59,,SJSUSpartanFB
1103443633112461315,Diata Burns | YATA,BurnsDiata,"Maryland, USA",343,333,,SJSUSpartanFB
709513750290812932,Dawson Trent,dawson_trent18,"California, USA",279,999,,SJSUSpartanFB
392462542,Dion Leonard,slimfromthawood,Somewhere gettin the McNuggets,1366,1097,,SJSUSpartanFB
812460451846098944,Malique sumler,malique_sumler,"San Jose, CA",10,53,,SJSUSpartanFB
1128036082577281025,Lauren,Lauren20185716,,82,882,SJSUSpartanFB,
1080925456830996480,Josh Williams,JoshWil57588349,"Catawba, NC",62,1579,SJSUSpartanFB,
1139563467273322496,Christopher Davis,NFL_Davis_1,,43,143,SJSUSpartanFB,
900554768648519680,byrom joseph,ByromJoseph1,"San Diego, CA",0,7,SJSUSpartanFB,
1023729759941840896,liz bagatelos,LBagatelos,Calkin&Boudreaux Dermatology,51,185,SJSUSpartanFB,
1149409116437266432,Randy,Randy39308352,,6,268,SJSUSpartanFB,
1148792762092752896,Nathaniel Rosales,NathanielRosa20,,2,111,SJSUSpartanFB,
916166388233904129,ParkStash,ParkStash,"San Jose, CA",24,70,SJSUSpartanFB,
1148718339507671040,Davenenerg@gmail.com,davenenerg,"Arizona, USA",0,21,SJSUSpartanFB,
65989853,roddye davis,roddyetwit,,34,453,SJSUSpartanFB,
3311754518,Dominik Geib,domimi1818,☀️,10,255,SJSUSpartanFB,
3145479228,Dulce,dulce_bvb,,105,336,SJSUSpartanFB,
1149103218078519296,Kolby Weiding,KolbyWeiding,"Santa Rosa, CA",7,125,SJSUSpartanFB,
2542709636,CurtCurt❤️🏀‼️💅🏽,curtyagurl,,3409,2551,SJSUSpartanFB,
2900763002,Scott Montoya,montoya_scott,,43,3526,SJSUSpartanFB,
1107929738666897408,Bryant Austin,showtime_bj209,"Merced, CA",8,156,SJSUSpartanFB,
1149182079130722304,Enoch,enoch8era,"Merced, CA",12,164,SJSUSpartanFB,
3239560670,Isaiah kaikala,kaikala808,"Tacoma, WA",33,178,SJSUSpartanFB,
1137241946324422657,Quinton Fields,QuintonFields6,,110,872,SJSUSpartanFB,
1148367110147416064,Yuba City Football,yubacityFB,,56,45,SJSUSpartanFB,
157876670,𝓖𝓮𝓻𝓸𝓷𝓲𝓶𝓸 💙 ♑️,Ejswaggerborn,"Dallas, TX ✈️ Louisiana, LA",712,2628,SJSUSpartanFB,
4772436968,Jeremy canaan,canaan_jeremy,,17,7,SJSUSpartanFB,
977099178865147905,___Issaaacccc___,Issaaacccc1,"California, USA",41,200,SJSUSpartanFB,
1069813695495184389,Nerdvens Moreau,nerdvens,,61,187,SJSUSpartanFB,
1146996768778969088,Tyler Perry,TylerPe20510098,,8,277,SJSUSpartanFB,
272023868,Telugu Desam Party,JaiTDP,India,293145,16,,Venkatesh_Offcl
44196397,Elon Musk,elonmusk,,27309278,82,,Venkatesh_Offcl
72568426,VERSACE,Versace,Global,4691195,469,,Venkatesh_Offcl
44084633,Louis Vuitton,LouisVuitton,,7374643,13,,Venkatesh_Offcl
943347468066082816,Kia Motors India,KiaMotorsIN,India,47136,0,,Venkatesh_Offcl
710732526566776832,Nivetha Thomas,i_nivethathomas,"Chennai, India",1417929,62,,Venkatesh_Offcl
52544275,Ivanka Trump,IvankaTrump,"Washington, DC",6645400,1400,,Venkatesh_Offcl
822215673812119553,The White House,WhiteHouse,"Washington, D.C.",18750205,13,,Venkatesh_Offcl
100322679,Sophie Turner,SophieT,,2606963,1241,,Venkatesh_Offcl
807095,The New York Times,nytimes,New York City,43708124,898,,Venkatesh_Offcl
423384542,LaLiga,LaLiga,,4317241,919,,Venkatesh_Offcl
1469402426,UEFA EURO 2020,UEFAEURO,,1399589,483,,Venkatesh_Offcl
138372303,FIFA World Cup,FIFAWorldCup,"Moscow, Russia",7408665,545,,Venkatesh_Offcl
35031708,Gal Gadot,GalGadot,,2190140,134,,Venkatesh_Offcl
2878542649,Mayanti Langer Binny,MayantiLanger_B,,170564,64,,Venkatesh_Offcl
52818366,Genie Bouchard,geniebouchard,,1707313,124,,Venkatesh_Offcl
822215679726100480,President Trump,POTUS,"Washington, D.C.",26194556,39,,Venkatesh_Offcl
2549554586,Jaggu Bhai,IamJagguBhai,,507403,54,,Venkatesh_Offcl
135235142,arvind swami,thearvindswami,"Chennai, India",1365476,315,,Venkatesh_Offcl
137729078,Kalyanram Nandamuri,NANDAMURIKALYAN,India,906651,4,,Venkatesh_Offcl
443041852,Gauthamvasudevmenon,menongautham,chennai,3193053,1,,Venkatesh_Offcl
570218986,Tony Stark,Iron_Man,Malibu; NYC,2175546,55,,Venkatesh_Offcl
701625379,Thor,thorofficial,Asgard,1816522,59,,Venkatesh_Offcl
701667727,GuardiansOfTheGalaxy,Guardians,,1401092,40,,Venkatesh_Offcl
281217033,Spider-Man: Far From Home,SpiderManMovie,,1134209,18,,Venkatesh_Offcl
218099701,harshitha,harshi10589,,0,69,Venkatesh_Offcl,
1008680328431407104,Srinivasa Rao,Sriniva47856043,,1,5,Venkatesh_Offcl,
588077053,vara9999,vara9999,,54,160,Venkatesh_Offcl,
3250736258,Bharadwaj Yellapragada,bhaddu1025,,20,144,Venkatesh_Offcl,
2252307758,SREEKAR TANNIRU,sreekar_tanniru,bapatla,84,96,Venkatesh_Offcl,
702090200244027392,MaxBlack,MaxMaxblack817,,453,4849,Venkatesh_Offcl,
2377112792,Caroline Underwood,Jackbrennan222,,160,3605,Venkatesh_Offcl,
713701779867844609,Champion,championship_ts,"Leicester, England",429,4640,Venkatesh_Offcl,
3235326193,Queens NRI Hospitals,QueensNRI,"Andhra Pradesh, India",2237,4813,Venkatesh_Offcl,
701809393185267713,Daniel M. Pereira,DanielM3098,,151,571,Venkatesh_Offcl,
701477241075720193,Lucky Luis Enrique,luckyluisFCB,,134,686,Venkatesh_Offcl,
4821681390,BLUE FLAMINGO,FUSIONSPORTSFS,"New Delhi, Delhi",428,3333,Venkatesh_Offcl,
3827379253,Living Dead Prepper,LPdrep,"Grants Pass, OR",766,712,Venkatesh_Offcl,
16639245,Nancy Aten,nancyaten,"Milwaukee and Door, WI",24,36,,BarackObama
24420972,Yasmin Eshref,yasmineshref,London,1370,1780,,BarackObama
24805417,Denise Hung,Ri1eysmommy,"San Jose, CA",19,87,,BarackObama
16168875,Garnet Thompson,GarnetAThompson,,633,81,,BarackObama
23564765,Oddwee Wong,oddwun,Hawaii,2,4,,BarackObama
26598426,Jeanette Vea,Jeanette_Vea,Shanghai,5,31,,BarackObama
18485231,Carrie M.,mindcorners,"Oakland, CA",11,91,,BarackObama
30521577,Sean Hobin,Sean_007,,1,50,,BarackObama
16637656,Jen Macfarlane,jenmidori,"Portland, OR",18,89,,BarackObama
15148949,Keith R Allen,MartiniGuy,Portland Oregon,11,265,,BarackObama
29011421,Sherry Butler Adams,BitchesBinders,"iPhone: 36.784771,-76.186378",44,121,,BarackObama
32520905,Amina Touil,atouilcanada,Canada,3,53,,BarackObama
26901967,Susan Cox Westhof,SusanWesthof,"Denver, CO",13,99,,BarackObama
18931176,Bren C.,Brenmarie,Northern California,10,27,,BarackObama
36862305,soma,espanol_chickk,,16,1151,,BarackObama
29278968,Dana Stafford,danastafford,,7,191,,BarackObama
22503035,jennifer strong,jakstrong,,1,28,,BarackObama
739119366,Robert Wolf,robertwolf32,,10168,585,,BarackObama
1111940934,David Plouffe,davidplouffe,,192525,703,,BarackObama
61636488,Deval Patrick,DevalPatrick,Massachusetts,39799,1199,,BarackObama
22255654,John Doerr,johndoerr,,288332,397,,BarackObama
18448117,Andre Lohse,AndreLohse,Berlin,5,0,,BarackObama
17031030,themjeans,themjeans,"Los Angeles, CA",18911,723,,BarackObama
22712235,Ms. Turnage Young,MsTurnageYoung,"Washington, DC",347,283,,BarackObama
28363803,H. Lausanne,hereford22,Nanaimo BC,10,44,,BarackObama
823105459653525504,Sooraj yadav,Rahulya39657368,,0,3,BarackObama,
1149485960154894338,მაგდა კიქურაული,qKV5ysmTyY8tX8d,,0,107,BarackObama,
2571462478,jorge w restrepo,JorgewrpoRuiz,Medellin,8,75,BarackObama,
1149481302841839616,Tatiana Blanco,Tatiana39568631,,0,30,BarackObama,
2873057100,Paula McMullin,pjmcmullin,,4,38,BarackObama,
1149457698905137153,umesh ghimire,umeshgh87274632,,0,85,BarackObama,
1149485923375230976,Teppi McCasland,MccaslandTeppi,,0,6,BarackObama,
1149318760009879552,Lin Yukun,LinYukun3,,0,8,BarackObama,
93060017,L.L.Z.Reitz (Lucy),DreamerLucy,"New York, New York",49,165,BarackObama,
2455852710,나,pany0003,,0,7,BarackObama,
1149485417248559104,Ashley Villanueva,AshleyV20761346,,0,27,BarackObama,
1149486093802332160,Shayla Spears,spears_shayla,,0,100,BarackObama,
1092373255724376065,Taylor Foulds,TaylorFoulds3,,0,14,BarackObama,
1149482764850421760,Kate Bieski,BieskiKate,,0,10,BarackObama,
1149485512673153024,Lexxi_Tee,TeeLexxi,"Buffalo, NY",0,21,BarackObama,
1149484968919408640,Jesus,Jesus98068836,,0,17,BarackObama,
1149485652867575809,Junior,Junior54206373,,0,106,BarackObama,
75879342,Ana Lizarraga,AnaLizarraga,,307,250,BarackObama,
1149486564365332481,чαnєt,nt76641478,,0,5,BarackObama,
1147199752230121477,Alberth,Alberth69902887,,0,48,BarackObama,
1149486517875642373,Gaston Mbarila,GastonMbarila,,0,5,BarackObama,
2260643844,richard brill,richardbrill4,,0,134,BarackObama,
1093475762877808640,FlipperKoala101 [SHD],FKoala101,Australia,18,100,BarackObama,
1149485367914950666,medala96,medala96,,0,42,BarackObama,
1149158803444662272,iamUdhayanithi,Udhayan99001491,"Saidapet, India",1,156,BarackObama,
127613700,Obagi,Obagi,"Long Beach, CA",12896,1810,,priyankachopra
35031708,Gal Gadot,GalGadot,,2190140,134,,priyankachopra
451920140,Jennifer Salke,JSalke,"California, USA",4007,777,,priyankachopra
813286,Barack Obama,BarackObama,"Washington, DC",107060352,613340,,priyankachopra
409486555,Michelle Obama,MichelleObama,"Washington, DC",12866084,18,,priyankachopra
161801527,Melinda Gates,melindagates,"Seattle, WA",2369208,270,,priyankachopra
138203134,Alexandria Ocasio-Cortez,AOC,"Bronx + Queens, NYC",4707964,1523,,priyankachopra
1089810918131683328,Team Priyanka Official,TeamPCOfficial,Worldwide,2036,146,,priyankachopra
30354991,Kamala Harris,KamalaHarris,California,2908557,723,,priyankachopra
19895282,A.R.Rahman,arrahman,"Chennai, India",21693327,1,,priyankachopra
823307478360150018,Robert Iger,RobertIger,"Los Angeles, CA",122499,91,,priyankachopra
100322679,Sophie Turner,SophieT,,2606963,1241,,priyankachopra
728525361416392704,Madhu Chopra,chopramadhu1,,2324,33,,priyankachopra
158521926,Todd Garner,Todd_Garner,"ÜT: 33.990155,-118.474401",5590,513,,priyankachopra
983633204,Courtney A. Kemp,CourtneyKemp,,77565,453,,priyankachopra
950824252562903040,Henrietta H. Fore,unicefchief,"New York, NY",35634,305,,priyankachopra
79923701,Lin-Manuel Miranda,Lin_Manuel,Washington Heights,2875370,3082,,priyankachopra
961682582470471680,Bharat,Bharat_TheFilm,"Mumbai, India",45057,14,,priyankachopra
76294950,Anupam Kher,AnupamPKher,"Mumbai, India",13763890,173,,priyankachopra
18869484,Klitschko,Klitschko,,430325,177,,priyankachopra
95818295,Tanvi,iamtanvi,,2935,238,,priyankachopra
28406270,Kumail Nanjiani,kumailn,Los Angeles,2858415,3063,,priyankachopra
469508411,Kate Bosworth,katebosworth,,113786,405,,priyankachopra
14293310,TIME,TIME,,16114922,423,,priyankachopra
3417720167,Priyanka Media™,PriyankaMedia,Worldwide,5394,23,,priyankachopra
1149484138371489792,Ramya,Ramya61682117,,0,15,priyankachopra,
870976587411345409,sandeep choudhay,sandeep_poonia_,"Rajasthan, India",9,122,priyankachopra,
1880376464,PST Brasil,harpkgfcentnu,Sweden,11704,678,priyankachopra,
1149365663397367808,Sateesh Nayak,SateeshNayak8,,0,102,priyankachopra,
1149324173761605633,Vaibhav Shirdhonkar,VaibhavShirdhon,,1,143,priyankachopra,
